Model Year,Uphill or Downhill,Related to Intersection,Clock-form Direction of force,Day in Week,Race,Maneuver before collision,year,Number of lanes,Body Category,Alignment of Road,Curb Weight,Age,Traffic Conrtol Functioning,weight,Pre-event Location,Lighting Condition,Climate,Traffic Condition,Traffic Flow Situation,premovement before collision,month,Alcohol Present,Surface Type,Crash Type,height,Sex,Surface Condition,Speed Limit,Distracted in Driving
2015,1,2,10,5,1,1,2015,5,0,3,1240,18,0,68,1,1,1,0,0,14,9,0,2,4,163,2,1,89,1
2014,1,2,30,3,1,1,2015,2,1,1,1600,25,0,82,1,1,8,0,0,11,9,0,2,4,165,2,1,80,1
2014,1,2,10,5,1,1,2015,3,0,1,1360,33,2,52,1,1,1,1,0,11,9,0,2,4,157,2,1,56,2
2014,1,2,0,2,1,2,2015,6,0,1,1520,39,2,57,1,3,1,1,2,1,10,0,2,1,147,2,1,56,2
2006,1,2,40,6,1,9,2015,7,0,1,1730,27,2,75,1,3,8,1,1,1,10,0,2,4,155,2,1,56,1
2015,1,2,300,7,1,1,2015,3,1,1,1580,40,0,73,1,1,1,0,2,1,12,0,2,4,165,2,1,40,1
2014,1,0,0,5,1,1,2015,5,0,1,970,24,0,86,1,3,1,0,0,1,12,0,2,1,185,1,1,56,2
2014,1,2,350,1,1,7,2015,5,0,1,1510,17,2,82,2,3,1,1,0,1,1,0,2,4,165,2,1,56,1
2011,1,2,20,2,1,1,2015,6,0,1,1650,56,2,73,1,3,1,1,0,11,2,1,2,4,173,2,1,56,1
2015,1,3,0,6,1,4,2015,5,0,1,1420,32,0,54,1,1,1,0,0,1,3,0,2,4,165,2,1,56,1
2014,1,2,20,4,1,1,2015,6,0,1,1750,27,2,52,1,1,1,1,0,11,4,0,2,4,168,3,1,64,1
2014,4,2,340,5,1,1,2015,7,0,1,1380,19,2,82,1,1,1,1,0,1,4,0,2,4,170,2,1,64,1
2006,2,2,40,4,1,2,2015,7,0,1,1490,27,2,45,1,1,1,1,0,11,5,0,2,4,168,2,1,72,1
2013,1,2,0,2,1,1,2015,7,0,1,1280,44,2,54,1,1,1,1,0,1,5,0,2,1,168,2,1,56,1
2015,1,2,190,2,1,1,2015,7,0,1,1130,31,2,93,1,1,1,1,0,15,5,0,2,1,188,1,1,56,1
2015,1,3,240,5,1,1,2015,2,1,1,2330,44,0,91,7,1,1,0,0,10,7,0,2,4,175,1,1,129,2
2008,1,3,20,5,1,2,2015,7,1,1,1850,21,2,82,1,1,1,1,0,1,7,0,2,4,155,2,1,56,1
2011,1,2,180,6,1,1,2015,5,3,1,2350,60,2,118,1,3,1,1,0,5,7,0,2,1,180,1,1,64,1
2012,1,2,10,6,1,1,2015,2,1,1,2370,25,2,59,1,1,1,2,0,1,9,0,2,4,152,2,1,40,2
2015,4,2,330,2,3,1,2015,5,0,1,1260,66,0,62,1,1,1,0,0,1,9,0,2,4,165,2,1,56,1
2007,1,2,70,6,1,10,2015,7,0,1,1200,25,2,84,1,1,1,1,0,11,10,0,2,4,178,1,1,56,2
2006,1,2,20,6,1,2,2015,7,3,1,2340,60,2,87,1,1,8,1,0,11,10,0,2,4,173,1,1,56,1
2011,1,2,0,6,1,1,2015,7,0,1,2190,45,0,59,2,5,1,0,0,11,10,0,2,2,170,2,1,56,2
2015,1,0,90,7,1,1,2015,5,0,1,1470,36,0,86,1,1,1,0,0,1,12,0,2,5,155,2,1,56,1
2010,1,2,30,4,1,1,2015,4,0,1,1590,24,2,57,1,3,1,1,0,11,1,0,2,4,160,2,1,80,2
2010,2,2,80,7,1,1,2015,2,1,1,1720,30,2,61,1,1,5,2,0,1,1,0,2,4,173,2,2,40,1
2013,2,2,0,7,3,1,2015,1,1,1,1680,65,2,54,1,1,2,2,1,1,2,0,2,4,157,2,2,48,1
2013,1,2,350,5,1,1,2015,5,0,1,1110,52,2,54,1,1,1,1,0,1,5,0,2,4,165,2,1,64,1
2014,2,3,320,3,2,1,2015,2,2,1,2180,44,0,100,1,1,1,0,0,11,7,0,2,4,188,1,1,129,1
2013,4,2,30,3,1,2,2015,2,1,2,1760,67,0,83,1,1,1,0,1,14,7,0,2,4,180,1,1,56,2
2012,2,2,350,2,1,7,2015,4,0,2,1610,32,2,77,1,1,2,1,0,14,10,0,2,4,183,1,2,56,1
2007,1,2,30,2,1,11,2015,2,0,1,1320,54,0,84,2,1,1,0,0,6,10,0,2,4,160,2,1,48,1
2012,4,0,0,5,1,4,2015,3,0,1,2110,28,0,86,1,1,1,0,0,1,12,0,2,6,183,1,5,80,1
2012,2,0,0,3,1,1,2015,4,0,1,1590,46,0,150,1,3,1,0,0,1,11,0,2,1,168,2,1,80,1
2012,4,2,320,1,1,1,2015,2,0,1,1320,68,0,91,1,3,1,0,0,1,3,0,2,4,175,2,1,48,1
2013,1,2,350,5,3,1,2015,5,0,1,1320,23,2,136,1,1,1,1,0,1,5,0,1,4,183,1,1,56,1
2007,1,2,50,5,3,2,2015,5,0,1,1200,65,2,68,1,1,1,1,0,11,5,0,1,4,165,1,1,56,2
2015,1,2,60,2,1,1,2015,3,3,1,2130,47,2,79,1,1,1,1,0,1,7,0,2,4,173,1,1,48,2
2011,1,2,190,5,5,1,2015,3,0,1,1980,26,2,59,1,1,1,1,0,5,8,0,2,1,160,2,1,48,1
2016,1,2,300,2,1,2,2015,5,0,1,1400,30,2,104,1,2,2,1,0,1,12,0,2,4,183,1,2,56,2
2006,1,0,350,5,1,7,2017,5,0,1,1440,30,0,93,1,3,8,0,2,1,1,0,2,5,170,4,1,105,1
2010,1,2,30,5,2,1,2017,4,0,1,1150,19,2,79,1,1,1,1,4,1,3,0,2,4,170,2,1,56,2
2013,1,2,300,5,2,1,2017,2,0,1,1636,47,2,104,1,1,1,1,4,1,3,0,2,4,163,2,1,40,1
1998,1,2,320,4,1,1,2017,5,0,1,1509,59,2,113,1,1,1,1,4,1,4,0,2,4,157,2,1,56,1
2002,1,2,10,5,1,1,2017,2,0,1,1531,33,0,50,2,1,2,0,1,1,5,0,2,4,168,2,2,80,1
2004,1,2,40,7,2,1,2017,2,0,1,1577,32,2,129,1,3,2,1,2,1,7,0,2,4,168,2,2,56,1
2009,1,2,310,7,2,1,2017,2,1,1,1724,60,2,95,1,3,2,1,1,1,7,0,2,4,183,1,2,56,1
2005,1,2,30,5,1,1,2017,2,0,1,1389,26,2,82,1,1,2,2,1,1,7,0,2,4,178,2,2,56,2
2011,1,2,350,5,1,1,2017,2,1,1,2652,41,2,88,2,1,2,2,2,11,7,0,2,4,183,2,2,56,1
2012,2,0,40,3,1,7,2017,2,0,1,1237,36,0,82,1,1,1,0,3,1,7,0,2,5,168,2,1,40,1
2000,1,2,0,6,5,1,2017,2,0,1,1360,30,2,73,1,1,1,1,2,1,7,0,2,1,178,1,1,56,1
2010,1,2,0,3,2,2,2017,3,0,1,1706,54,0,95,1,1,1,0,1,1,9,0,2,1,185,1,1,56,1
2017,1,2,290,3,1,1,2017,1,1,1,1498,50,2,86,1,1,4,2,3,11,12,0,2,4,180,1,2,56,2
1997,1,2,330,1,1,1,2017,2,0,1,1091,63,2,78,1,3,1,1,1,1,12,0,2,4,185,1,2,56,1
2008,1,2,60,7,1,1,2017,5,3,1,2316,65,0,91,1,3,8,0,5,11,12,0,2,4,178,1,2,72,2
2015,2,2,330,1,2,1,2017,5,0,3,1467,56,0,77,1,3,1,0,4,14,3,0,2,2,160,2,1,56,1
2014,1,2,60,6,5,9,2017,2,1,1,1690,41,2,80,1,1,1,2,4,4,1,0,2,4,160,2,1,56,2
2005,1,2,340,6,1,3,2017,2,1,1,1441,30,0,84,1,1,1,0,4,1,1,0,2,4,188,1,1,56,1
2015,1,2,80,4,2,9,2017,4,1,1,1939,19,0,64,1,1,1,0,4,11,2,0,2,4,157,2,1,56,1
2013,1,2,20,4,1,2,2017,4,3,1,2333,51,0,73,1,1,1,0,4,1,2,0,2,4,168,2,1,72,1
2009,1,2,320,4,1,1,2017,2,0,1,1199,19,0,118,1,1,1,0,4,1,2,0,2,4,178,2,1,72,1
2013,1,2,20,5,1,1,2017,2,0,1,1613,24,0,80,1,1,1,0,2,1,2,0,2,4,157,2,1,64,1
2007,2,2,80,5,1,1,2017,3,3,1,2639,58,0,138,2,1,1,0,1,11,3,0,2,4,191,1,1,105,1
2011,1,2,0,5,1,4,2017,2,3,1,2830,48,0,93,4,1,1,0,1,1,3,0,2,4,175,1,1,105,1
2003,1,1,170,6,1,1,2017,2,0,1,1413,37,0,98,1,1,1,0,2,1,4,0,1,1,183,1,1,113,1
2012,1,2,0,4,1,2,2017,3,3,1,2338,26,2,95,1,1,1,1,1,1,5,0,2,1,178,1,1,72,2
2012,1,2,180,4,5,1,2017,3,0,1,1700,50,2,66,1,1,1,1,1,5,5,0,2,1,168,2,1,72,1
2013,1,0,340,1,1,1,2017,3,3,1,2338,50,0,122,1,1,1,0,1,1,6,0,2,4,191,1,1,89,1
2008,4,2,350,4,1,4,2017,2,0,1,1380,26,0,82,1,1,1,0,4,1,6,0,2,4,175,1,1,72,1
2010,1,2,0,3,1,2,2017,3,1,1,1868,30,2,57,1,1,1,1,1,1,7,0,2,1,168,2,1,89,2
2007,1,2,60,7,1,1,2017,2,0,1,2004,22,2,95,4,2,1,2,4,1,8,0,2,4,193,1,1,56,1
2013,1,2,330,7,1,1,2017,4,1,1,2233,77,0,104,4,2,1,0,4,1,8,0,2,4,183,1,1,56,1
2004,2,2,310,1,1,1,2017,3,0,1,1492,33,2,93,1,1,1,1,1,1,8,0,2,4,170,2,1,64,2
2017,1,2,40,1,1,1,2017,3,0,1,1275,55,2,61,1,1,1,1,1,1,8,0,2,4,163,2,1,64,1
2017,1,2,0,4,1,1,2017,2,1,1,1706,80,0,105,1,1,1,0,4,1,8,0,2,1,175,1,1,89,2
2003,1,2,30,1,2,1,2017,2,1,1,1930,70,2,113,1,1,1,1,4,11,9,0,1,4,191,1,1,56,1
2013,1,2,320,1,1,1,2017,2,0,1,1852,55,2,109,1,1,1,1,4,1,9,0,1,4,160,2,1,40,1
2006,4,2,350,5,1,7,2017,4,1,2,2100,72,0,132,1,1,1,0,1,14,9,0,2,4,183,1,1,64,1
2004,1,2,60,6,1,1,2017,3,2,1,1980,49,2,76,1,1,1,3,1,11,9,0,2,4,180,1,1,105,1
2017,4,2,330,6,1,2,2017,3,1,1,1669,35,0,98,1,1,1,0,1,1,9,0,2,4,160,2,1,89,1
2012,1,2,340,1,2,1,2017,2,0,1,1614,32,2,103,1,1,1,2,4,11,10,0,2,4,185,1,1,56,1
1991,1,2,20,1,1,2,2017,2,3,1,1744,31,0,75,1,1,1,0,4,1,10,0,2,4,188,1,1,56,1
2009,1,2,30,4,4,8,2017,2,0,1,1523,23,2,91,1,1,1,2,4,1,10,0,2,4,183,1,1,40,1
2008,4,2,50,3,1,1,2017,3,1,1,1948,23,2,57,1,3,1,1,1,11,10,0,2,4,165,2,1,89,1
2017,1,2,270,4,2,1,2017,2,0,1,1244,55,0,74,1,1,1,0,1,1,10,0,2,4,152,2,1,64,1
2015,1,2,10,4,1,1,2017,3,1,2,1586,56,0,73,1,1,8,0,4,14,11,0,2,1,160,2,2,89,2
2016,1,2,180,4,1,1,2017,3,3,2,2301,49,0,123,1,1,8,0,4,5,11,0,2,1,175,1,2,89,1
2008,2,3,320,4,5,1,2017,2,1,1,2633,15,0,59,1,1,1,0,4,11,11,0,2,4,168,2,1,56,1
2002,1,3,40,4,1,7,2017,4,3,1,2657,21,0,95,1,1,1,0,4,1,11,0,2,4,185,1,1,56,1
2006,1,2,20,5,1,1,2017,2,0,1,1630,94,2,75,1,1,1,2,4,1,11,0,2,4,160,2,1,40,1
2016,1,2,290,5,1,1,2017,2,3,1,2225,66,0,109,1,1,1,0,1,1,11,0,2,4,185,1,1,64,1
1999,4,2,280,5,1,1,2017,2,1,1,1631,54,2,89,1,1,1,2,4,1,12,0,2,4,168,2,1,72,1
2011,4,2,350,5,1,3,2017,3,3,1,1633,74,0,113,2,1,1,0,1,1,12,0,2,4,170,1,1,113,1
2011,4,0,280,6,1,4,2017,2,1,1,1748,37,0,71,4,1,1,0,4,1,12,0,2,4,170,1,1,72,2
1993,2,2,10,2,1,1,2017,5,3,1,1817,54,2,61,1,1,1,1,5,1,1,0,2,4,157,1,1,56,2
2014,1,2,340,1,1,1,2017,5,1,1,2067,28,2,75,1,1,1,1,4,1,2,0,1,4,173,2,1,64,1
2008,1,0,0,3,2,3,2017,7,2,1,2268,42,0,82,1,3,1,0,4,1,2,0,1,2,175,2,1,72,1
2016,1,2,70,7,2,1,2017,3,0,1,1546,29,2,64,1,1,8,1,1,11,3,0,1,4,160,2,1,72,2
2016,1,2,0,3,1,1,2017,5,0,1,1265,63,2,47,1,3,1,2,1,1,3,0,2,1,160,2,1,56,2
2013,4,2,340,4,1,1,2017,2,1,1,2633,64,0,98,1,1,8,0,4,5,4,0,1,4,183,1,1,72,1
2012,1,3,60,4,1,10,2017,3,1,1,1539,80,0,86,1,1,1,0,1,1,4,0,1,4,183,1,1,48,1
2008,1,2,0,4,2,2,2017,4,0,1,1279,20,0,84,1,3,1,0,4,1,4,0,2,1,170,1,1,56,2
2015,1,2,30,1,1,2,2017,4,1,1,1970,76,2,91,1,1,8,1,1,11,4,0,2,4,175,1,1,64,1
2016,1,2,350,1,2,11,2017,4,1,1,1471,25,2,161,1,1,8,1,1,1,4,0,2,4,173,2,1,64,1
2002,4,2,290,4,1,1,2017,2,1,1,2228,76,2,91,1,1,8,2,4,11,4,0,1,4,170,1,1,72,2
2008,1,0,0,5,1,8,2017,4,3,1,2440,31,0,86,1,3,8,0,2,1,4,1,2,1,183,1,1,113,2
2012,1,3,50,6,1,2,2017,2,0,3,1485,16,0,45,1,1,8,0,1,14,4,0,1,4,160,2,1,48,2
2011,1,2,0,5,2,2,2017,3,0,1,1104,19,2,104,1,1,1,1,1,1,5,0,2,1,170,2,1,64,1
2003,1,2,350,7,1,1,2017,3,1,1,2211,32,2,61,1,1,1,1,1,1,5,0,1,4,188,1,1,72,1
2014,1,2,20,4,1,2,2017,3,2,1,1985,46,0,68,1,1,1,0,4,11,5,0,2,4,163,2,1,64,2
2015,1,2,0,4,1,1,2017,3,0,1,1496,19,0,136,1,1,1,0,4,1,5,0,2,4,180,1,1,64,1
1999,1,0,280,1,2,1,2017,4,0,1,1095,20,0,57,1,1,1,0,2,1,6,0,1,5,163,1,1,105,1
2012,1,2,330,6,1,1,2017,3,0,1,1490,43,0,77,1,1,1,0,4,1,6,0,1,4,178,1,1,64,1
2013,2,1,180,7,1,1,2017,2,0,3,1505,48,0,68,1,1,2,0,3,5,7,0,2,1,170,2,2,105,1
2015,1,2,350,3,1,1,2017,2,0,1,1460,40,2,104,1,1,1,1,1,1,7,0,2,4,178,1,1,48,2
2017,1,2,340,5,2,4,2017,6,0,1,1300,41,2,93,1,1,1,1,3,1,7,0,2,4,178,1,1,64,2
2005,1,2,300,3,1,1,2017,2,0,1,1163,22,2,75,1,1,1,2,4,11,7,0,2,4,168,2,1,129,2
2009,1,2,20,3,1,2,2017,5,0,1,1860,36,0,84,1,1,1,0,5,1,7,0,2,4,178,2,1,56,1
2017,1,2,20,4,2,1,2017,6,0,1,1133,54,2,86,1,1,1,1,4,11,7,0,1,4,188,1,1,64,1
2017,1,2,350,4,1,1,2017,3,0,1,1395,48,2,98,1,1,1,1,1,1,7,0,1,4,178,1,1,64,1
2011,1,2,20,4,2,2,2017,4,1,1,2067,41,0,104,1,1,1,0,1,1,8,0,1,4,170,2,1,64,1
2015,1,2,340,4,1,2,2017,2,0,1,1258,47,2,119,1,1,2,1,3,1,8,0,1,4,160,2,2,64,1
2015,1,0,0,3,1,2,2017,4,0,1,1293,18,0,77,1,1,1,0,4,1,8,0,2,1,183,1,1,72,1
2013,2,2,320,3,2,2,2017,4,1,2,1748,48,0,127,1,1,8,0,4,14,10,0,1,4,163,2,1,64,1
2008,1,2,40,7,2,7,2017,2,1,1,1936,26,0,125,1,1,1,0,4,1,10,0,2,4,185,1,1,64,1
2009,2,0,90,6,1,1,2017,5,0,1,1279,81,0,70,2,1,1,0,5,15,10,0,1,5,160,2,1,64,1
2016,1,0,350,1,2,2,2017,4,0,1,1272,32,0,88,1,1,1,0,2,1,10,0,2,5,185,1,1,105,1
2016,1,1,180,6,1,1,2017,4,0,1,1340,59,0,68,1,3,1,0,2,2,11,0,1,1,175,1,1,105,1
2014,1,2,80,7,1,1,2017,4,0,1,1561,33,2,116,1,1,1,1,3,1,11,0,2,4,193,1,1,72,1
2009,1,2,280,6,2,1,2017,5,0,1,1630,49,2,103,1,1,1,1,3,1,12,0,1,4,178,1,1,56,1
2013,1,2,0,3,1,2,2017,5,0,1,1236,16,2,50,1,3,2,1,1,1,12,0,2,1,163,2,2,72,1
2009,1,2,330,3,1,1,2017,5,0,1,1732,33,0,104,1,1,1,0,5,1,1,0,2,4,173,2,1,56,1
2012,1,0,10,7,1,4,2017,2,0,1,1907,48,0,82,1,1,1,0,4,1,2,0,2,2,185,1,1,89,1
2009,1,3,20,7,1,3,2017,6,0,1,1431,61,0,100,1,1,1,0,5,1,2,0,2,4,163,2,1,72,1
2005,1,2,20,6,1,1,2017,5,0,1,1171,20,0,46,1,1,1,0,5,11,3,0,2,4,175,1,1,72,1
2013,1,2,330,6,1,2,2017,5,0,1,1539,39,0,95,1,1,1,0,5,1,3,0,2,4,188,1,1,72,1
2013,3,2,310,5,2,8,2017,2,0,1,1685,51,2,86,1,3,1,1,3,1,3,0,2,4,168,1,1,72,2
2014,4,2,70,5,1,1,2017,2,0,1,1441,65,2,81,1,3,1,1,4,11,3,0,2,4,157,2,1,72,1
2011,4,0,270,5,1,1,2017,3,0,1,1226,30,0,63,1,1,1,0,3,1,3,0,2,5,168,2,1,113,1
2007,1,2,330,2,1,2,2017,3,0,1,1580,25,2,86,1,1,8,1,1,1,4,0,2,4,178,1,1,72,1
2012,1,3,350,5,1,1,2017,2,3,1,2522,36,0,91,1,1,1,0,4,11,4,0,2,4,183,1,1,56,2
2006,1,3,40,5,1,3,2017,4,3,1,2363,38,0,121,1,1,1,0,4,1,4,0,2,4,173,1,1,56,1
2004,1,0,300,6,1,2,2017,2,3,1,2171,47,0,72,1,1,1,0,4,1,4,0,2,2,160,2,1,40,1
2012,1,0,0,1,1,2,2017,2,0,1,1345,45,0,75,1,1,1,0,4,1,6,0,2,1,160,2,1,64,1
2008,4,2,330,7,1,1,2017,2,0,1,1249,41,0,82,1,1,1,0,3,1,7,0,2,4,165,2,1,89,2
2006,1,2,70,7,1,1,2017,2,0,1,1800,26,2,58,1,1,1,2,4,1,7,1,2,4,160,2,1,89,2
2014,2,3,290,7,1,1,2017,2,3,1,2320,68,0,73,1,2,1,0,4,11,7,0,2,4,168,2,2,72,2
1998,1,2,330,5,1,1,2017,2,3,1,1425,67,2,59,1,1,8,2,4,11,8,0,2,4,160,1,1,56,2
2013,2,2,30,1,1,1,2017,2,0,1,1220,18,0,82,1,5,1,0,4,1,9,0,2,4,180,1,1,48,1
2015,1,0,190,5,1,1,2017,2,0,1,1918,16,0,52,1,1,1,0,3,2,9,0,2,1,163,2,1,105,2
2016,1,2,330,6,1,2,2017,4,0,1,1744,70,2,86,1,1,1,1,2,1,10,0,2,4,178,1,1,72,1
2009,1,2,60,3,3,1,2017,3,0,1,1431,17,2,66,1,1,1,1,2,11,11,0,2,4,163,2,1,72,1
2007,2,2,10,1,1,8,2017,3,0,1,1135,22,2,70,1,3,1,1,5,11,12,0,2,4,170,2,1,64,1
2016,1,2,70,3,1,3,2017,4,0,2,1600,30,0,86,1,1,2,0,4,14,1,0,2,4,188,1,2,32,1
2015,1,2,320,5,1,1,2017,2,0,1,1416,89,2,86,1,1,1,2,4,10,2,0,2,4,175,1,1,48,1
2007,1,0,0,7,2,2,2017,2,0,1,1625,22,0,85,1,3,2,0,3,1,4,0,2,1,183,1,2,72,1
2010,1,0,180,7,1,1,2017,2,0,1,1545,31,0,109,1,3,2,0,3,2,4,0,2,1,188,1,2,72,1
2016,1,2,320,5,1,2,2017,2,0,1,1496,63,2,116,1,1,1,2,4,1,4,0,2,4,173,1,1,48,1
2003,1,2,120,5,1,7,2017,4,1,1,1760,34,2,82,1,1,2,1,4,11,5,0,2,4,183,1,2,48,1
2016,1,0,0,4,1,2,2017,4,0,1,1496,30,0,76,1,1,1,0,4,1,5,0,2,1,152,1,1,56,1
2002,1,0,180,4,1,1,2017,4,0,1,1331,36,0,118,1,1,1,0,4,2,5,0,2,1,170,1,1,56,1
2013,1,2,280,5,1,1,2017,2,0,1,1398,17,0,52,1,1,1,0,4,1,6,0,2,4,168,2,1,64,1
2005,1,2,10,5,1,2,2017,4,0,1,1301,25,0,70,1,1,1,0,4,1,6,0,2,4,160,1,1,64,1
2016,1,0,340,3,1,4,2017,2,1,1,1930,38,0,59,1,1,1,0,4,1,6,0,2,6,157,2,1,56,1
2010,1,2,0,6,1,1,2017,3,0,1,1490,17,2,62,1,2,2,1,1,1,7,0,2,1,168,1,2,64,1
2010,1,2,280,3,1,1,2017,4,1,1,1721,35,0,57,1,1,1,0,4,1,8,0,2,4,163,2,1,48,1
2015,1,0,10,6,1,2,2017,4,0,1,1479,26,0,54,1,1,8,0,1,1,8,0,2,1,170,2,1,64,1
2016,1,2,70,7,1,1,2017,7,0,3,1306,60,2,54,1,3,1,1,4,14,9,0,2,4,157,2,1,64,2
2016,1,2,310,4,1,1,2017,3,0,1,1610,55,2,61,1,1,1,1,4,11,10,0,2,4,155,2,1,48,1
2017,1,2,290,4,1,4,2017,2,0,1,1496,38,2,163,1,1,1,2,4,11,10,0,2,4,175,2,1,48,1
2005,1,2,10,4,1,1,2017,3,0,1,1230,18,0,59,1,1,1,0,2,1,10,0,2,4,188,1,1,80,1
2013,1,2,180,5,1,1,2017,2,0,1,1480,23,0,70,1,1,8,0,4,5,10,0,2,1,157,2,1,48,1
2011,1,2,20,2,1,1,2017,2,1,2,1604,40,0,64,1,1,8,0,4,11,10,0,2,4,163,2,2,48,1
1999,1,2,60,6,1,1,2017,5,0,1,1304,46,2,67,1,3,1,1,4,1,10,0,2,4,165,1,1,64,1
2016,1,3,350,4,1,2,2017,4,0,1,1610,39,2,59,1,3,1,5,4,1,11,0,2,4,165,2,1,56,1
2010,1,2,50,4,2,1,2017,4,0,1,1246,85,2,73,1,1,2,1,4,11,11,0,2,4,163,1,2,48,1
2008,1,2,280,3,1,8,2017,2,0,1,1585,45,2,68,1,1,8,2,4,1,12,0,2,4,165,2,1,56,1
2009,2,2,0,7,2,4,2017,4,0,1,1431,54,0,66,1,1,1,0,4,1,1,0,2,5,155,2,1,56,1
2015,1,2,280,7,1,11,2017,2,0,1,1467,35,2,91,1,3,1,2,4,11,1,0,2,4,180,1,1,56,2
2008,1,2,260,6,1,2,2017,4,0,1,1569,32,0,73,1,1,8,0,4,1,1,0,2,5,170,2,2,40,1
2013,1,2,30,4,1,1,2017,4,0,1,1550,23,2,57,1,1,8,1,4,11,2,0,2,4,160,2,2,56,2
2010,4,2,40,5,1,1,2017,5,1,1,1579,76,2,64,1,1,8,5,4,1,2,0,2,4,157,2,1,32,1
2012,4,2,300,5,1,1,2017,2,1,1,1495,47,2,77,1,1,8,1,4,1,2,0,2,4,160,2,1,40,2
2010,2,2,340,4,1,2,2017,2,0,1,1490,26,2,51,1,1,8,2,4,2,2,0,2,6,152,2,1,40,1
2014,1,2,340,2,1,1,2017,4,0,1,1417,47,2,80,1,1,2,1,4,1,3,0,2,4,178,1,2,56,1
2015,1,2,10,2,2,1,2017,5,1,1,2511,47,2,130,2,1,2,1,4,11,3,0,2,4,173,2,2,56,1
2013,1,0,350,4,1,1,2017,4,0,2,1497,33,0,79,2,1,1,0,4,14,3,0,2,6,193,1,1,56,1
2009,1,0,340,4,2,8,2017,4,0,1,1268,19,0,79,1,1,1,0,4,1,3,0,2,6,170,2,1,56,1
2000,1,0,0,3,2,1,2017,4,3,1,1597,55,0,95,1,4,8,0,2,1,3,0,2,1,183,1,1,89,1
1998,1,2,10,7,2,4,2017,4,0,1,1431,48,0,86,1,1,1,0,4,1,4,0,2,4,165,2,1,48,1
2015,1,2,30,5,1,3,2017,4,3,3,2826,19,2,86,1,1,8,1,4,14,5,0,2,4,180,1,2,48,1
2011,2,2,340,6,1,2,2017,2,1,1,1896,54,0,107,1,1,1,0,4,1,5,0,2,4,170,1,1,56,1
2003,2,2,340,5,2,2,2017,2,1,1,2099,31,2,64,1,1,1,2,4,1,8,0,2,4,160,2,1,40,1
2017,2,2,70,5,2,1,2017,2,0,1,1558,74,0,91,1,1,1,0,4,1,8,0,2,4,165,1,1,40,1
2014,1,2,50,5,1,2,2017,5,0,1,1569,16,2,57,1,1,1,1,4,11,8,0,2,4,168,2,1,56,2
2004,1,2,30,6,1,4,2017,4,3,1,1502,18,0,61,1,3,1,0,4,1,9,0,2,4,170,2,1,56,1
2013,1,1,0,1,1,1,2017,4,1,1,1539,19,0,50,1,3,2,0,2,1,11,0,2,1,170,2,2,89,1
2003,1,1,180,1,2,1,2017,4,1,1,1735,23,0,100,1,3,2,0,2,5,11,0,2,1,213,1,2,89,1
2000,4,2,10,7,2,1,2017,2,0,1,1727,51,2,73,1,1,1,1,4,1,12,0,2,4,180,1,1,56,1
2016,1,2,0,6,1,1,2017,2,3,1,2450,60,0,82,1,1,1,0,4,1,12,0,2,4,175,1,1,56,1
2001,1,2,10,3,1,2,2017,2,1,1,1452,68,0,71,1,2,1,0,4,1,1,0,2,4,165,2,1,48,1
2007,1,2,0,5,1,4,2017,2,0,1,1601,39,2,104,1,1,1,1,4,1,1,0,2,1,157,1,1,48,2
2011,1,2,180,5,2,1,2017,2,0,1,1549,39,2,87,1,1,1,1,4,2,1,0,2,1,160,2,1,48,1
2001,2,2,350,5,1,4,2017,4,0,1,1515,31,2,100,2,2,1,1,1,10,1,0,2,4,188,1,5,89,1
2013,1,2,340,5,1,1,2017,7,1,1,2579,82,2,118,1,1,1,1,4,1,1,0,2,4,180,1,1,89,1
2012,1,2,0,7,1,2,2017,6,0,1,1437,31,2,57,1,1,1,1,4,1,1,0,2,1,157,2,1,89,1
2008,1,3,50,4,1,1,2017,3,1,1,1609,16,0,68,1,1,1,0,4,1,1,0,2,4,178,2,1,48,1
2013,1,2,80,6,1,3,2017,4,0,1,1554,36,0,53,1,1,1,0,4,1,2,0,1,4,149,2,1,56,1
2001,1,2,30,4,1,2,2017,3,2,3,1761,33,0,68,1,1,1,0,4,14,3,0,2,4,170,2,1,56,1
2001,2,1,0,6,1,2,2017,1,0,2,1552,19,0,82,1,1,1,0,3,14,3,0,1,1,160,2,1,89,1
2014,2,1,180,6,1,1,2017,1,1,2,1635,77,0,64,1,1,1,0,3,2,3,0,1,1,163,2,1,89,1
2013,1,2,290,6,1,1,2017,2,0,1,1407,51,2,90,1,1,1,2,4,1,4,0,2,4,183,1,1,48,2
2003,1,2,20,6,1,2,2017,2,0,1,1384,17,0,101,1,1,1,0,4,1,4,0,2,4,170,2,1,48,1
2011,1,2,270,1,1,1,2017,2,0,1,2234,36,2,68,2,1,1,2,4,10,4,0,2,4,155,2,1,48,2
2007,1,2,20,1,1,1,2017,2,0,1,1630,33,0,70,1,1,1,0,4,1,4,0,2,4,170,2,1,48,1
2006,1,2,180,4,1,9,2017,2,0,1,1135,38,0,69,1,1,1,0,4,5,5,0,2,1,163,2,1,48,1
2011,1,2,0,1,1,2,2017,5,0,1,1170,23,2,59,1,1,1,1,2,1,6,0,2,1,157,2,1,72,1
2008,1,2,180,1,1,1,2017,5,0,1,1178,20,2,64,1,1,1,1,2,4,6,0,2,1,160,2,1,72,1
2010,1,2,60,5,1,3,2017,2,3,1,2521,56,2,76,2,1,1,2,4,1,6,0,1,4,188,1,1,64,1
